index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], fan.speed [%], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate,memory_total(MiB),memory_free(MiB),memory_used(MiB)
6, 2022/05/12 14:10:04.600, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
7, 2022/05/12 14:10:04.602, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:09.604, 185.07 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,41, P0,32510,30530,1980
1, 2022/05/12 14:10:09.606, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
2, 2022/05/12 14:10:09.608, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:09.610, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:09.612, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:09.614, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32507,3
6, 2022/05/12 14:10:09.616, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
7, 2022/05/12 14:10:09.617, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:14.620, 181.20 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],83%,41%,42, P0,32510,30530,1980
1, 2022/05/12 14:10:14.622, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
2, 2022/05/12 14:10:14.623, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:14.625, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:14.627, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:14.629, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32507,3
6, 2022/05/12 14:10:14.631, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
7, 2022/05/12 14:10:14.633, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:19.635, 172.48 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,42, P0,32510,30530,1980
1, 2022/05/12 14:10:19.637, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
2, 2022/05/12 14:10:19.639, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:19.641, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:19.643, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:19.645, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:19.646, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:10:19.648, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:24.651, 166.30 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,43, P0,32510,30530,1980
1, 2022/05/12 14:10:24.653, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
2, 2022/05/12 14:10:24.654, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:24.656, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:24.658, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:24.660, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:24.662, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
7, 2022/05/12 14:10:24.664, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:29.666, 181.80 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,43, P0,32510,30530,1980
1, 2022/05/12 14:10:29.668, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32507,3
2, 2022/05/12 14:10:29.670, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:29.672, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:29.674, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:29.676, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:29.677, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:10:29.679, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:34.682, 203.47 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,43, P0,32510,30530,1980
1, 2022/05/12 14:10:34.684, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32507,3
2, 2022/05/12 14:10:34.687, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:34.689, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:34.691, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:34.693, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:34.694, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
7, 2022/05/12 14:10:34.696, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:39.698, 201.40 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,44, P0,32510,30530,1980
1, 2022/05/12 14:10:39.700, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32507,3
2, 2022/05/12 14:10:39.702, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:39.705, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:39.707, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:39.709, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:39.710, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
7, 2022/05/12 14:10:39.712, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:44.715, 186.52 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,44, P0,32510,30530,1980
1, 2022/05/12 14:10:44.716, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32507,3
2, 2022/05/12 14:10:44.718, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:44.720, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:44.722, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:44.725, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:44.728, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:10:44.730, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:49.732, 183.74 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,40%,45, P0,32510,30530,1980
1, 2022/05/12 14:10:49.735, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32507,3
2, 2022/05/12 14:10:49.737, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:49.738, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:49.740, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:49.742, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:49.744, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:10:49.746, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:54.748, 187.01 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,40%,45, P0,32510,30530,1980
1, 2022/05/12 14:10:54.750, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32507,3
2, 2022/05/12 14:10:54.752, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:54.754, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:54.756, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:54.758, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:54.760, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:10:54.761, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:10:59.764, 69.10 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],1%,0%,41, P0,32510,30530,1980
1, 2022/05/12 14:10:59.765, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32507,3
2, 2022/05/12 14:10:59.767, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:10:59.769, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:10:59.772, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:10:59.774, 41.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:10:59.776, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:10:59.778, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:04.780, 182.16 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,45, P0,32510,30530,1980
1, 2022/05/12 14:11:04.782, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32507,3
2, 2022/05/12 14:11:04.784, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:04.786, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:04.788, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:04.790, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:04.791, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:04.793, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:09.796, 197.30 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,45, P0,32510,30530,1980
1, 2022/05/12 14:11:09.798, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32507,3
2, 2022/05/12 14:11:09.801, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:09.803, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:09.805, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:09.806, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:09.808, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:09.810, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:14.812, 187.13 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],83%,40%,45, P0,32510,30530,1980
1, 2022/05/12 14:11:14.814, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32507,3
2, 2022/05/12 14:11:14.816, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:14.819, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:14.821, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:14.822, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:14.824, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:14.826, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:19.828, 191.85 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,46, P0,32510,30530,1980
1, 2022/05/12 14:11:19.830, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32507,3
2, 2022/05/12 14:11:19.832, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:19.834, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:19.836, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:19.838, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:19.841, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:19.843, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:24.846, 185.19 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,46, P0,32510,30530,1980
1, 2022/05/12 14:11:24.848, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32507,3
2, 2022/05/12 14:11:24.850, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:24.852, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:24.853, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:24.855, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:24.857, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:24.859, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:29.862, 184.59 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,45, P0,32510,30530,1980
1, 2022/05/12 14:11:29.864, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32507,3
2, 2022/05/12 14:11:29.865, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:29.867, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:29.869, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:29.871, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:29.873, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:29.875, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:34.877, 183.13 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],83%,40%,46, P0,32510,30530,1980
1, 2022/05/12 14:11:34.879, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32507,3
2, 2022/05/12 14:11:34.881, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:34.883, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:34.885, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:34.887, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:34.889, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:34.891, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:39.893, 186.52 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],83%,40%,46, P0,32510,30530,1980
1, 2022/05/12 14:11:39.895, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,33, P0,32510,32507,3
2, 2022/05/12 14:11:39.897, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:39.899, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:39.900, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:39.902, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:39.905, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:39.907, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:44.909, 199.11 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],83%,40%,46, P0,32510,30530,1980
1, 2022/05/12 14:11:44.911, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,33, P0,32510,32507,3
2, 2022/05/12 14:11:44.913, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:44.915, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:44.917, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:44.919, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:44.921, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:44.924, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:49.926, 205.75 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],83%,40%,46, P0,32510,30530,1980
1, 2022/05/12 14:11:49.928, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,33, P0,32510,32507,3
2, 2022/05/12 14:11:49.930, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:49.932, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:49.934, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:49.935, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:49.937, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:49.939, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:54.942, 199.60 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,46, P0,32510,30530,1980
1, 2022/05/12 14:11:54.944, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,33, P0,32510,32507,3
2, 2022/05/12 14:11:54.945, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:54.947, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:54.949, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:54.952, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:54.954, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:54.956, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:11:59.958, 184.10 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],83%,40%,46, P0,32510,30530,1980
1, 2022/05/12 14:11:59.961, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,33, P0,32510,32507,3
2, 2022/05/12 14:11:59.963, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:11:59.965, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:11:59.967, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:11:59.969, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:11:59.971, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:11:59.973, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:12:04.975, 187.98 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,46, P0,32510,30530,1980
1, 2022/05/12 14:12:04.977, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,33, P0,32510,32507,3
2, 2022/05/12 14:12:04.979, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
3, 2022/05/12 14:12:04.981, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
4, 2022/05/12 14:12:04.983, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32507,3
5, 2022/05/12 14:12:04.985, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
6, 2022/05/12 14:12:04.987, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32507,3
7, 2022/05/12 14:12:04.989, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32507,3
0, 2022/05/12 14:12:09.991, 187.98 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],84%,41%,47, P0,32510,30530,1980
1, 2022/05/12 14:12:09.993, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,33, P0,32510,32507,3
2, 2022/05/12 14:12:09.995, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32507,3
